3.092048499999999756e-01,-1.270409999999999873e-01
7.477952300000000330e-01,5.495743800000000290e-01
-1.198059339999999917e+00,1.400476030000000094e+00
-1.406587500000000102e+00,-1.036871850000000039e+00
8.177383700000000477e-01,1.643002649999999898e+00
-1.306675919999999991e+00,-6.071118699999999979e-01
-2.212014099999999872e-01,1.008687630000000057e+00
7.813527000000000666e-02,1.843324699999999983e-01
-4.244359899999999852e-01,1.308544560000000079e+00
3.138161999999999896e-02,1.278677470000000094e+00
-2.027162730000000135e+00,-7.552654999999999785e-02
-2.021641700000000041e-01,9.829491999999999396e-02
-1.770932890000000093e+00,-1.560245600000000066e-01
1.989512200000000119e-01,2.276941910000000124e+00
2.752446700000000246e-01,5.897689699999999480e-01
-9.843448000000000198e-01,1.295465089999999986e+00
-3.125196299999999927e-01,1.853612720000000103e+00
-1.720181540000000009e+00,-1.132353900000000052e-01
-2.051619350000000175e+00,3.295588999999999880e-01
-8.144504099999999580e-01,3.881959000000000104e-02
7.556650299999999598e-01,6.267113899999999793e-01
-1.611818270000000108e+00,-1.161223530000000004e+00
2.494226099999999890e-01,3.704195299999999968e-01
4.309492400000000112e-01,-5.161051599999999517e-01
2.628543899999999933e-01,8.970487000000000599e-02
-1.491287760000000073e+00,6.826588300000000498e-01
-1.237842799999999910e+00,7.264372000000000051e-01
1.535084100000000118e-01,8.912278000000000144e-01
-1.636016169999999992e+00,1.144093369999999998e+00
-3.734756000000000187e-02,5.396229799999999743e-01
-2.241322699999999946e-01,9.447731099999999715e-01
