-4.869140200000000029e-01,5.725985900000000184e-01
5.095490200000000192e-01,-1.664271779999999978e+00
1.352428919999999923e+00,6.085954099999999478e-01
1.896000640000000015e+00,-4.265350600000000214e-01
-3.307537099999999786e-01,-5.532553300000000451e-01
-6.266385799999999451e-01,-4.509708399999999839e-01
-8.515161900000000061e-01,-6.022663000000000322e-02
-5.973992299999999478e-01,2.782988299999999970e-01
1.558182100000000125e-01,-1.145737409999999956e+00
2.413015599999999983e-01,-1.743718890000000021e+00
8.145400000000000557e-03,-5.865625399999999656e-01
1.019754779999999972e+00,-3.996489599999999975e-01
1.224673520000000071e+00,-1.455377410000000094e+00
5.103834099999999818e-01,-1.099258040000000047e+00
8.879638499999999990e-01,-1.220074050000000021e+00
1.594001800000000024e-01,-1.055063469999999892e+00
-1.636122999999999883e-01,-1.537821270000000018e+00
1.539162949999999919e+00,-4.064664599999999739e-01
-6.851800999999999586e-01,5.646289300000000289e-01
-4.208184700000000000e-01,-1.031263720000000106e+00
-3.600454599999999838e-01,3.132026000000000254e-02
1.108776640000000091e+00,-5.659670300000000376e-01
1.821248210000000034e+00,-4.660773200000000172e-01
-4.156698000000000337e-02,-7.185048400000000335e-01
2.309298599999999868e-01,-1.165638649999999998e+00
1.855847959999999963e+00,3.971133600000000263e-01
-3.419483700000000015e-01,-5.029856499999999508e-01
8.906356800000000407e-01,-7.384395499999999446e-01
-9.947141800000000034e-01,-7.858591000000000326e-01
