3.375222500000000236e-01,1.972155999999999909e-01
2.600779699999999917e-01,-4.069278100000000009e-01
-7.736094300000000423e-01,-2.125135499999999955e-01
-8.070795699999999684e-01,-3.808655599999999919e-01
-1.020591089999999923e+00,5.546017399999999542e-01
1.214023080000000032e+00,-7.503150000000000097e-03
-1.056284870000000042e+00,-8.248650999999999900e-02
-4.422805499999999945e-01,7.914197499999999774e-01
-4.097528200000000176e-01,-7.657310600000000189e-01
-5.855287500000000422e-01,2.846016399999999891e-01
7.324203700000000428e-01,7.539673199999999964e-01
6.098518699999999626e-01,2.321738600000000097e-01
-3.844867599999999830e-01,9.714189600000000535e-01
-1.107136129999999996e+00,-6.372112699999999963e-01
7.101977699999999505e-01,4.175439599999999918e-01
4.244555400000000200e-01,-1.478652649999999902e+00
5.403266899999999984e-01,-1.113592699999999963e-01
1.626139699999999966e-01,-1.818321300000000085e-01
-7.642942000000000347e-01,-3.324034000000000016e-02
-8.263620000000000687e-02,5.631909099999999890e-01
-1.755152999999999922e-02,-8.491299399999999720e-01
-1.334280729999999915e+00,2.813452200000000070e-01
-5.495925000000000116e-02,5.274249500000000035e-01
9.714220000000000077e-01,-2.694763099999999967e-01
-1.102443599999999996e-01,4.402280499999999819e-01
4.694018099999999749e-01,7.706032400000000226e-01
