1.750383749999999905e+00,-1.627514100000000130e-01
1.369858220000000015e+00,-8.230050399999999655e-01
7.307647499999999630e-01,-1.308485190000000076e+00
7.366655899999999813e-01,-9.927064500000000180e-01
3.422414899999999816e-01,-1.813706959999999979e+00
1.098266849999999906e+00,2.869689800000000179e+00
8.621144200000000479e-01,-1.066259929999999967e+00
1.246747779999999972e+00,-7.344202899999999756e-01
1.288734900000000072e-01,5.086680900000000172e-01
3.590932099999999960e-01,-9.940854399999999869e-01
3.524629100000000181e-01,4.002137299999999898e-01
6.368168800000000296e-01,-1.056257300000000010e-01
5.469742199999999555e-01,3.006881299999999979e-01
7.635036600000000284e-01,-1.872388899999999912e-01
1.592162599999999983e+00,1.529906599999999894e+00
5.197244899999999834e-01,2.314930299999999885e-01
1.091176960000000085e+00,2.103333699999999917e-01
1.426261919999999961e+00,-3.776646599999999854e-01
1.062279159999999889e+00,1.783244499999999899e+00
2.148064299999999927e-01,7.704821400000000375e-01
1.423008150000000027e+00,2.386011630000000050e+00
8.425635500000000500e-01,-1.259156899999999968e-01
1.753368400000000049e+00,5.808365899999999860e-01
6.997417500000000512e-01,-2.186249399999999898e-01
7.694670799999999700e-01,1.219014440000000032e+00
-1.837967199999999968e-01,-7.022694099999999828e-01
1.048553199999999963e+00,1.827453039999999973e+00
9.647206900000000473e-01,1.027061229999999936e+00
1.316253539999999944e+00,-1.214565939999999955e+00
3.657805100000000031e-01,-4.151123000000000313e-02
7.777220099999999636e-01,5.703867900000000324e-01
1.641431910000000105e+00,3.770897799999999855e-01
